nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId,
AG-GSTK14,2__GSTAT014,,,Statkraft Markets Gmbh,S,TRUE,STAT_G15,STATKRA1,0,15,C,-0.0021896,0,0,3.15,3.15,FALSE,FALSE,_G,North Western,,
AG-GSTK15,2__GSTAT015,,,Statkraft Markets Gmbh,S,TRUE,STAT_G16,STATKRA1,0,16,C,-0.0021896,0,0,3.36,3.36,FALSE,FALSE,_G,North Western,,
AG-GSTK16,2__GSTAT016,,,Statkraft Markets Gmbh,S,TRUE,STAT_G17,STATKRA1,-8.165,8,C,-0.0021896,-3.086,-2.628,3.024,2.575,FALSE,FALSE,_G,North Western,,
AG-GSTK17,2__GSTAT017,,,Statkraft Markets Gmbh,S,TRUE,STAT_G18,STATKRA1,0,32,C,-0.0021896,0,0,6.72,6.72,FALSE,FALSE,_G,North Western,,
AG-GUKP01,2__GUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR NW,UKPR,0,0,C,-0.0021896,0,0,0,0,FALSE,FALSE,_G,North Western,,
AG-GZP03K,V__KGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Rhymney,GAZPROM,0,0,C,0.0124353,0,0,0,0,FALSE,FALSE,_K,South Wales,,
AG-GZP04K,V__KGAZP002,,,SEFE Marketing & Trading LTD,V,TRUE,Brecon,GAZPROM,0,0,C,0.0124353,0,0,0,0,FALSE,FALSE,_K,South Wales,,
AG-GZP05E,V__EGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Hem Heath,GAZPROM,0,0,C,0.0134244,0,0,0,0,FALSE,FALSE,_E,Midlands,,
AG-GZP06B,V__BGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Staveley Energy Park,GAZPROM,0,0,C,0.0054492,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
AG-GZP07G,V__GGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Haydock,GAZPROM,0,0,C,-0.0041054,0,0,0,0,FALSE,FALSE,_G,North Western,,
AG-GZP08M,V__MGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Houghton,GAZPROM,0,0,C,-0.0072983,0,0,0,0,FALSE,FALSE,_M,Yorkshire Electricity,,
AG-HEDF01,2__HLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E 01,LENCO,-36.83,29.782,C,0.0173987,-16.069,-14.279,12.994,11.546,FALSE,FALSE,_H,Southern,,
AG-HEDF02,2__HLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Eng 02,LENCO,0,0,C,0.0160206,0,0,0,0,FALSE,FALSE,_H,Southern,,
AG-HEL00G,V__GHABI001,,,Habitat Energy Limited,V,TRUE,Red Scar,HABITAT,0,0,C,-0.004197,0,0,0,0,FALSE,FALSE,_G,North Western,,
AG-HEL01H,V__HHABI001,,,Habitat Energy Limited,V,TRUE,Roundponds,HABITAT,0,0,C,0.0208273,0,0,0,0,FALSE,FALSE,_H,Southern,,
AG-HEL0AG,V__GHABI002,,,Habitat Energy Limited,V,TRUE,Gipsy Lane,HABITAT,0,0,P,-0.0021672,0,0,0,0,TRUE,FALSE,_G,North Western,,
AG-HEL0BA,V__AHABI003,,,Habitat Energy Limited,V,TRUE,Wickham,HABITAT,0,0,C,0.0037777,0,0,0,0,FALSE,FALSE,_A,Eastern GSP Group,,
AG-HEL0CP,V__PHABI004,,OTHER,Habitat Energy Limited,V,TRUE,Fordtown,HABITAT,0,0,C,-0.0256767,0,0,0,0,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-HEL0DN,V__NHABI005,,OTHER,Habitat Energy Limited,V,TRUE,Camilla,HABITAT,0,0,C,-0.0122086,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-HEL0EP,V__PHABI006,,OTHER,Habitat Energy Limited,V,TRUE,Glendevon,HABITAT,0,0,C,-0.0472754,0,0,0,0,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-HFLX01,2__HFLEX001,,,Flexitricity Limited,S,TRUE,2__HFLEX001,FLEXTRCY,0,49,C,0.0160206,0,0,0.421,0.421,FALSE,FALSE,_H,Southern,,
AG-HLIM01,2__HANGE001,,,Limejump Energy Limited,S,TRUE,2__HANGE001,ANGEL,-20.791,50,C,0.0160206,-0.091,-0.081,0.22,0.195,FALSE,FALSE,_H,Southern,,
AG-HLIM02,2__HANGE002,,,Limejump Energy Limited,S,TRUE,2__HANGE002,ANGEL,-40.865,50,C,0.0160206,-0.2,-0.151,0.245,0.185,FALSE,FALSE,_H,Southern,,
AG-HLIM03,2__HANGE003,,,Limejump Energy Limited,S,TRUE,2__HANGE003,ANGEL,-52.284,49.813,C,0.0160206,-0.878,-1.056,0.837,1.006,FALSE,FALSE,_H,Southern,,
AG-HLIM04,2__HANGE004,,,Limejump Energy Limited,S,TRUE,2__HANGE004,ANGEL,-51.835,49.335,C,0.0160206,-0.612,-0.617,0.582,0.587,FALSE,FALSE,_H,Southern,,
AG-HLIM05,2__HANGE005,,,Limejump Energy Limited,S,TRUE,2__HANGE005,ANGEL,-100.493,99.482,C,0.0160206,-39.504,-34.419,39.106,34.073,FALSE,FALSE,_H,Southern,,
AG-HSMA01,2__HSMAE001,,,Smartestenergy Limited,S,TRUE,2__HSMAE001,SMARTEST,0,15.748,C,0.0160206,0,0,3.307,3.307,FALSE,FALSE,_H,Southern,,
AG-HSTK01,2__HSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_H2,STATKRA1,-100,100,C,0.0160206,-0.58,-0.51,0.58,0.51,FALSE,FALSE,_H,Southern,,
AG-HSTK02,2__HSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_H3,STATKRA1,-50,50.331,C,0.0160206,-0.405,-0.455,0.408,0.458,FALSE,FALSE,_H,Southern,,
AG-HSTK03,2__HSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_H4,STATKRA1,-2,20,C,0.0160206,-0.014,-0.015,0.142,0.152,FALSE,FALSE,_H,Southern,,
AG-HSTK04,2__HSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_H5,STATKRA1,-19.515,20,C,0.0160206,-7.671,-6.684,7.862,6.85,FALSE,FALSE,_H,Southern,,
AG-HSTK05,2__HSTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_H6,STATKRA1,0,16,C,0.0160206,0,0,3.36,3.36,FALSE,FALSE,_H,Southern,,
AG-HSTK06,2__HSTAT006,,,Statkraft Markets Gmbh,S,TRUE,STAT_H7,STATKRA1,0,16,C,0.0160206,0,0,3.36,3.36,FALSE,FALSE,_H,Southern,,
AG-HSTK07,2__HSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_H8,STATKRA1,-39,39,C,0.0160206,-15.331,-13.358,15.331,13.358,FALSE,FALSE,_H,Southern,,
AG-JEDF01,2__JLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 01,LENCO,0,0,C,0.0084878,0,0,0,0,FALSE,FALSE,_J,South Eastern,,
AG-JEDF02,2__JLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 02,LENCO,-2,9.951,C,0.0084878,-0.866,-0.759,4.307,3.777,FALSE,FALSE,_J,South Eastern,,
AG-JEDF03,2__JLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 03,LENCO,0,12,C,0.0084878,0,0,2.52,2.52,FALSE,FALSE,_J,South Eastern,,
AG-JEDF04,2__JLOND004,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E 04,LENCO,0,0,C,0.0084878,0,0,0,0,FALSE,FALSE,_J,South Eastern,,
AG-JLIM01,2__JANGE001,,,Limejump Energy Limited,S,FALSE,2__JANGE001,ANGEL,0,50,C,0.0084878,0,0,10.5,10.5,FALSE,FALSE,_J,South Eastern,,
AG-JSTK01,2__JSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_J2,STATKRA1,-2,22,C,0.0084878,-0.866,-0.759,9.522,8.351,FALSE,FALSE,_J,South Eastern,,
AG-JSTK02,2__JSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_J3,STATKRA1,-8,6,C,0.0084878,-0.089,-0.088,0.067,0.066,FALSE,FALSE,_J,South Eastern,,
AG-JSTK03,2__JSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_J4,STATKRA1,0,22,C,0.0084878,0,0,4.62,4.62,FALSE,FALSE,_J,South Eastern,,
AG-JUKP01,2__JUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR S East,UKPR,-50,50,C,0.0084878,-21.64,-18.98,21.64,18.98,FALSE,FALSE,_J,South Eastern,,
AG-KFLX01,2__KFLEX001,,,Flexitricity Limited,S,TRUE,2__KFLEX001,FLEXTRCY,0,49,C,0.0093156,0,0,0.872,0.872,FALSE,FALSE,_K,South Wales,,
AG-KLIM01,2__KANGE001,,,Limejump Energy Limited,S,TRUE,2__KANGE001,ANGEL,0,50,C,0.0139397,0,0,11,11,FALSE,FALSE,_K,South Wales,,
AG-KSTK01,2__KSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_K2,STATKRA1,0,8,C,0.0093156,0,0,0.854,0.854,FALSE,FALSE,_K,South Wales,,
AG-KSTK02,2__KSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_K3,STATKRA1,0,16,C,0.0093156,0,0,3.36,3.36,FALSE,FALSE,_K,South Wales,,
AG-KSTK03,2__KSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_K4,STATKRA1,0,16,C,0.0093156,0,0,3.36,3.36,FALSE,FALSE,_K,South Wales,,
AG-KSTK04,2__KSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_K5,STATKRA1,0,16,C,0.0093156,0,0,3.36,3.36,FALSE,FALSE,_K,South Wales,,
AG-KSTK05,2__KSTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_K6,STATKRA1,-2,16,C,0.0093156,-0.841,-0.746,6.726,5.966,FALSE,FALSE,_K,South Wales,,
AG-KSTK06,2__KSTAT006,,,Statkraft Markets Gmbh,S,TRUE,STAT_K7,STATKRA1,-20.841,20.778,C,0.0093156,-8.762,-7.772,8.735,7.748,FALSE,FALSE,_K,South Wales,,
AG-KSTK07,2__KSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_K8,STATKRA1,0,20,C,0.0093156,0,0,4.2,4.2,FALSE,FALSE,_K,South Wales,,
AG-KUKP01,2__KUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR S Wales,UKPR,0,10.2,C,0.0093156,0,0,2.142,2.142,FALSE,FALSE,_K,South Wales,,
AG-LEDF01,2__LLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate SW Eng 1,LENCO,0,0,C,0.0153524,0,0,0,0,FALSE,FALSE,_L,South Western,,
AG-LFLX01,2__LFLEX001,,,Flexitricity Limited,S,TRUE,2__LFLEX001,FLEXTRCY,-20.2,49,C,0.0153524,-0.198,-0.149,0.48,0.363,FALSE,FALSE,_L,South Western,,
AG-LLIM01,2__LANGE001,,,Limejump Energy Limited,S,TRUE,2__LANGE001,ANGEL,-29.282,65,C,0.0153524,-0.164,-0.164,0.364,0.364,FALSE,FALSE,_L,South Western,,
AG-LLIM02,2__LANGE002,,,Limejump Energy Limited,S,TRUE,2__LANGE002,ANGEL,-27.289,50,C,0.0153524,-0.232,-0.229,0.425,0.42,FALSE,FALSE,_L,South Western,,
AG-LLIM03,2__LANGE003,,,Limejump Energy Limited,S,TRUE,2__LANGE003,ANGEL,0,0,C,0.0247256,0,0,0,0,FALSE,FALSE,_L,South Western,,
AG-LLT00B,V__BLEVE001,,,Levelise Limited,V,TRUE,V__BLEVE001,LEVELISE,0,0,C,0.0064338,0,0,0,0,FALSE,FALSE,_B,East Midlands,,
AG-LLT01H,V__HLEVE001,,,Levelise Limited,V,TRUE,V__HLEVE001,LEVELISE,0,0,C,0.0160206,0,0,0,0,FALSE,FALSE,_H,Southern,,
AG-LLT02L,V__LLEVE001,,,Levelise Limited,V,TRUE,V__LLEVE001,LEVELISE,0,0,C,0.0153524,0,0,0,0,FALSE,FALSE,_L,South Western,,
AG-LSTK01,2__LSTAT001,,,Statkraft Markets Gmbh,S,TRUE,2_LSTAT001,STATKRA1,-2,20,C,0.0153524,-0.025,-0.022,0.254,0.224,FALSE,FALSE,_L,South Western,,
AG-LSTK02,2__LSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_L3,STATKRA1,-2,20,C,0.0153524,-0.365,-0.172,3.646,1.718,FALSE,FALSE,_L,South Western,,
AG-LSTK03,2__LSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_L4,STATKRA1,-2,20,C,0.0153524,-0.012,-0.009,0.124,0.086,FALSE,FALSE,_L,South Western,,
AG-LSTK04,2__LSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_L5,STATKRA1,0,20,C,0.0153524,0,0,4.2,4.2,FALSE,FALSE,_L,South Western,,
AG-LUKP01,2__LUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR S West,UKPR,0,10.2,C,0.0153524,0,0,2.142,2.142,FALSE,FALSE,_L,South Western,,
AG-MCAM01,2__MCMRO002,48W000AG-MCAM01O,,BGI Trading Limited,S,TRUE,2__MCMRO002,CAMARO,-35.475,35.572,C,-0.0043908,-14.332,-12.32,14.371,12.354,FALSE,FALSE,_M,Yorkshire,,
AG-MCET01,2__MCNDL002,,,NEAS Energy Ltd.,S,TRUE,Brigg DG-2,CNDA,0,48,C,-0.0043908,0,0,10.08,10.08,FALSE,FALSE,_M,Yorkshire,,
AG-MECO01,2__MECOT003,,,ECOTRICITY LIMITED,S,TRUE,2__MECOT003,RENC,0,0,C,-0.0108106,0,0,0,0,FALSE,FALSE,_M,Yorkshire Electricity,,
AG-MFLX01,2__MFLEX001,,,Flexitricity Limited,S,TRUE,2__MFLEX001,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,,
AG-MFLX02,2__MFLEX002,,,Flexitricity Limited,S,TRUE,2__MFLEX002,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,,
AG-MFLX03,2__MFLEX003,,,Flexitricity Limited,S,TRUE,2__MFLEX003,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,,
AG-MFLX04,2__MFLEX004,,,Flexitricity Limited,S,TRUE,2__MFLEX004,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,,
AG-MLIM01,2__MANGE001,,,Limejump Energy Limited,S,TRUE,2__MANGE001,ANGEL,0,50,C,-0.0079685,0,0,11,11,FALSE,FALSE,_M,Yorkshire,,
AG-MLIM02,2__MANGE002,,,Limejump Energy Limited,S,TRUE,2__MANGE002,ANGEL,0,50,C,-0.0079685,0,0,11,11,FALSE,FALSE,_M,Yorkshire,,
AG-MLIM03,2__MANGE003,,,Limejump Energy Limited,S,FALSE,2__MANGE003,ANGEL,0,0,C,-0.0043908,0,0,0,0,FALSE,FALSE,_M,Yorkshire,,
AG-MSMA01,2__MSMAE001,,,Smartestenergy Limited,S,TRUE,2__MSMAE001,SMARTEST,0,21.158,C,-0.0043908,0,0,4.443,4.443,FALSE,FALSE,_M,Yorkshire,,
AG-MSMA02,2__MSMAE002,,,Smartestenergy Limited,S,TRUE,2__MSMAE002,SMARTEST,0,15.72,C,-0.0043908,0,0,3.301,3.301,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK01,2__MSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_M2,STATKRA1,-50,50,C,-0.0043908,-0.52,-0.625,0.52,0.625,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK02,2__MSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_M3,STATKRA1,-2,50,C,-0.0043908,-0.058,-0.029,1.445,0.735,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK03,2__MSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_M4,STATKRA1,0,16,C,-0.0043908,0,0,0.088,0.088,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK04,2__MSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_M5,STATKRA1,0,6,C,-0.0043908,0,0,1.26,1.26,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK05,2__MSTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_M6,STATKRA1,-8,8,C,-0.0043908,-3.232,-2.778,3.232,2.778,FALSE,FALSE,_M,Yorkshire,,
AG-MSTK06,2__MSTAT006,,,Statkraft Markets Gmbh,S,TRUE,STAT_M7,STATKRA1,0,16,C,-0.0043908,0,0,3.36,3.36,FALSE,FALSE,_M,Yorkshire,,
AG-MUKP01,2__MUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR York,UKPR,0,0,C,-0.0043908,0,0,0,0,FALSE,FALSE,_M,Yorkshire,,
AG-NEDF01,2__NLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scotland 01,LENCO,-2,30,C,-0.0122086,-0.145,-0.095,2.172,1.431,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NEDF02,2__NLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scot 2,LENCO,-2,24,C,-0.0122086,-0.129,-0.073,1.543,0.878,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NEDF03,2__NLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Scot 3,LENCO,-2,24,C,-0.0122086,-0.141,-0.079,1.697,0.953,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX01,2__NFLEX001,,OTHER,Flexitricity Limited,S,TRUE,2__NFLEX001,FLEXTRCY,0,49,C,-0.0122086,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX02,2__NFLEX002,,,Flexitricity Limited,S,TRUE,2__NFLEX002,FLEXTRCY,0,49,C,-0.0122086,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX03,2__NFLEX003,,,Flexitricity Limited,S,TRUE,2__NFLEX003,FLEXTRCY,0,49,C,-0.0122086,0,0,2.391,2.391,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX04,2__NFLEX004,,,Flexitricity Limited,S,TRUE,2__NFLEX004,FLEXTRCY,0,49,C,-0.0122086,0,0,2.612,2.612,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX05,2__NFLEX005,,,Flexitricity Limited,S,TRUE,2__NFLEX005,FLEXTRCY,0,49,C,-0.0122086,0,0,1.254,1.254,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX06,2__NFLEX006,,,Flexitricity Limited,S,TRUE,2__NFLEX006,FLEXTRCY,0,49,C,-0.0122086,0,0,1.798,1.798,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX07,2__NFLEX007,,,Flexitricity Limited,S,TRUE,2__NFLEX007,FLEXTRCY,0,49,C,-0.0122086,0,0,1,1,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX08,2__NFLEX008,,,Flexitricity Limited,S,TRUE,2__NFLEX008,FLEXTRCY,0,49,C,-0.0122086,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NFLX09,2__NFLEX009,,OTHER,Flexitricity Limited,S,TRUE,2__NFLEX009,FLEXTRCY,-49.148,49.906,C,-0.0122086,-0.442,-0.541,0.449,0.549,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NHAV01,2__NHPOW001,,,Drax Energy Solutions Limited,S,TRUE,2__NHPOW001,HAVEN,0,25,C,-0.0122086,0,0,8.06,8.06,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NHAV02,2__NHPOW002,,,Drax Energy Solutions Limited,S,TRUE,2__NHPOW002,HAVEN,0,108,C,-0.0122086,0,0,28.922,28.922,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NLIM01,2__NANGE001,,,Limejump Energy Limited,S,TRUE,2_NANGE001,ANGEL,0,50,C,-0.0146251,0,0,11,11,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NLIM02,2__NANGE002,,,Limejump Energy Limited,S,TRUE,2__NANGE002,ANGEL,-17.02,57.026,C,-0.0146251,-6.337,-5.564,21.231,18.642,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NLIM03,2__NANGE003,,,Limejump Energy Limited,S,TRUE,2__NANGE003,ANGEL,0,0,C,-0.0146251,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NLIM04,2__NANGE004,,,Limejump Energy Limited,S,FALSE,2__NANGE004,ANGEL,0,0,C,-0.0122086,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NLIM05,2__NANGE005,,,Limejump Energy Limited,S,FALSE,2__NANGE005,ANGEL,0,0,C,-0.0122086,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSMA01,2__NSMAR002,,,Smartestenergy Limited,S,TRUE,2__NSMAR002,SMARTEST,-50,50,C,-0.0070039,-23.54,-22.33,23.54,22.33,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSSE01,2__NIMPO001,,,SSE Energy Supply Limited,S,TRUE,2__NIMPO001,SSE,0,0,C,-0.0122086,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSTK01,2__NSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_N2,STATKRA1,-2,20,C,-0.0122086,-0.075,-0.061,0.75,0.612,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSTK02,2__NSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_N3,STATKRA1,0,20,C,-0.0122086,0,0,0.544,0.544,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSTK03,2__NSTAT003,48W000AG-NSTK03F,,Statkraft Markets Gmbh,S,TRUE,STAT_N4,STATKRA1,0,20,C,-0.0122086,0,0,4.2,4.2,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-NSTK04,2__NSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_N5,STATKRA1,-12,0,C,-0.0122086,-4.453,-3.877,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AG-PEDF01,2__PLOND001,,OTHER,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate N Scot 1,LENCO,-50,50,C,-0.0256767,-0.54,-0.72,0.54,0.72,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-PFLX01,2__PFLEX001,,OTHER,Flexitricity Limited,S,TRUE,2__PFLEX001,FLEXTRCY,-49.522,49,C,-0.0256767,-0.431,-0.421,0.426,0.417,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-PFLX02,2__PFLEX002,48W000AG-PFLX02W,OTHER,Flexitricity Limited,S,TRUE,2__PFLEX002,FLEXTRCY,0,49,C,-0.0256767,0,0,10.29,10.29,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-PSMA01,2__PSMAR001,,WIND,Smartestenergy Limited,S,TRUE,2__PSMAR001,SMARTEST,-50,50,C,-0.0242162,-19.935,-19.31,19.935,19.31,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,,
AG-REC05L,2__LECOT003,,,ECOTRICITY LIMITED,S,TRUE,ECOT_VPP_22,RENC,-10,10,C,0.0153524,-3.795,-3.317,3.795,3.317,FALSE,FALSE,_L,South Western,,
AG-REC06B,2__BECOT003,,,ECOTRICITY LIMITED,S,FALSE,ECOT_VPP_11,RENC,0,16,C,0.0064338,0,0,3.534,3.534,FALSE,FALSE,_B,East Midlands,,
AG-WSP00H,V__HWELS001,,,Welsh Power Group Limited,V,TRUE,Welsh Power Southern 1,WELSHPOW,0,0,P,0.0135383,0,0,0,0,TRUE,FALSE,_H,Southern,,
AG-WSP01K,V__KWELS001,,,Welsh Power Group Limited,V,TRUE,Welsh Power South Wales 1,WELSHPOW,0,0,P,0.0070703,0,0,0,0,TRUE,FALSE,_K,South Wales,,
AG-WSP02K,V__KWELS002,,,Welsh Power Group Limited,V,TRUE,Welsh Power South Wales 2,WELSHPOW,0,0,P,0.0070703,0,0,0,0,TRUE,FALSE,_K,South Wales,,
AG-WSP03H,V__HWELS002,,,Welsh Power Group Limited,V,TRUE,Welsh Power Southern 2,WELSHPOW,0,0,P,0.0135383,0,0,0,0,TRUE,FALSE,_H,Southern,,
AG-WSP04G,V__GWELS001,,,Welsh Power Group Limited,V,TRUE,Welsh Power North West 1,WELSHPOW,0,0,P,-0.0031618,0,0,0,0,TRUE,FALSE,_G,North Western,,
AG-WSP05D,V__DWELS001,,,Welsh Power Group Limited,V,TRUE,MANWEB 1,WELSHPOW,0,0,P,0.0007899,0,0,0,0,TRUE,FALSE,_D,Merseyside and North Wales,,
AG-WSP06D,V__DWELS002,,,Welsh Power Group Limited,V,TRUE,MANWEB 2,WELSHPOW,0,0,P,0.0007899,0,0,0,0,TRUE,FALSE,_D,Merseyside and North Wales,,
AG-ZEN03J,V__JZENO001,,,BESS Holdco 2 Limited,V,TRUE,V__JZENO001,ZENOBE1,0,0,C,0.0084878,0,0,0,0,FALSE,FALSE,_J,South Eastern,,
AG-ZEN06L,V__HBRIN003,,,BESS Holdco 2 Limited,V,TRUE,V__HBRIN003,ZENOBE1,0,0,C,0.0232889,0,0,0,0,FALSE,FALSE,_H,Southern,,
AG-ZEN7H,V__HZENO004,,,BESS Holdco 2 Limited,V,TRUE,V__HZENO004,ZENOBE1,0,0,C,0.0160206,0,0,0,0,FALSE,FALSE,_H,Southern,,
AIRSW-1,E_AIRSW-1,,WIND,ENGIE Power Limited,E,TRUE,Airies,RWETDL,0,38,C,-0.0122086,0,0,15.2,15.2,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,,
AJERE000,2__AJERE000,,,Shell Energy UK Limited,G,FALSE,2__AJERE000,AMPERE,0,0,C,0.0078652,0,0,0,0,FALSE,FALSE,_A,Eastern GSP Group,,
AKGLD-2,T_AKGLD-2,,,Aikengall 2 CWCL,T,FALSE,AIKENGALL II,AIK2CWCL,-0.5,0,C,-0.0096992,-0.03,-0.03,0,0,FALSE,FALSE,,,,
AKGLW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,,
AKGLW-2,T_AKGLW-2,48W00000AKGLW-22,WIND,Aikengall 2 CWCL,T,TRUE,AIKENGALL II,AIK2CWCL,-1,63.84,P,-0.0122086,-0.4,-0.4,25.536,25.536,TRUE,FALSE,,,,
AKGLW-3,T_AKGLW-3,,WIND,AIK2A Sustainable Energy Ltd,T,TRUE,AIKENGALL2A-W,AIK3CWCL,-1,163.4,P,-0.0122086,-0.4,-0.4,65.36,65.36,TRUE,FALSE,,,,
