nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
AG-GBL0BE,V__EGBLO011,,,GridBeyond Limited,V,true,V__EGBLO011,ENDECO,0.000,0.000,C,0.0143610,0.000,0.000,0.000,0.000,false,false,_E,Midlands,
AG-GBL0CE,V__EGBLO012,,,GridBeyond Limited,V,true,V__EGBLO012,ENDECO,0.000,0.000,C,0.0143610,0.000,0.000,0.000,0.000,false,false,_E,Midlands,
AG-GBL0DN,V__NGBLO013,,,GridBeyond Limited,V,true,V__NGBLO013,ENDECO,0.000,0.000,C,-0.0054721,0.000,0.000,0.000,0.000,false,false,_N,South Scotland,
AG-GBL0EN,V__NGBLO014,,,GridBeyond Limited,V,true,V__NGBLO014,ENDECO,0.000,0.000,C,-0.0054721,0.000,0.000,0.000,0.000,false,false,_N,South Scotland,
AG-GBL0FM,V__MGBLO015,,,GridBeyond Limited,V,true,V__MGBLO015,ENDECO,0.000,0.000,C,-0.0017388,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire,
AG-GBL0GM,V__MGBLO016,,,GridBeyond Limited,V,true,V__MGBLO016,ENDECO,0.000,0.000,C,-0.0017388,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire,
AG-GBL0HM,V__MGBLO017,,,GridBeyond Limited,V,true,V__MGBLO017,ENDECO,0.000,0.000,C,-0.0017388,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire,
AG-GBL0IA,V__AGBLO018,,,GridBeyond Limited,V,true,V__AGBLO018,ENDECO,0.000,0.000,C,0.0059707,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
AG-GBL0JP,V__PGBLO019,,,GridBeyond Limited,V,true,V__PGBLO019,ENDECO,0.000,0.000,C,-0.0230428,0.000,0.000,0.000,0.000,false,false,_P,North Scotland,
AG-GBL0KB,V__BGBLO020,,,GridBeyond Limited,V,true,V__BGBLO020,ENDECO,0.000,0.000,C,0.0098802,0.000,0.000,0.000,0.000,false,false,_B,East Midlands,
AG-GBL0LB,V__BGBLO021,,,GridBeyond Limited,V,true,V__BGBLO021,ENDECO,0.000,0.000,C,0.0098802,0.000,0.000,0.000,0.000,false,false,_B,East Midlands,
AG-GBL0MM,V__MGBLO022,,,GridBeyond Limited,V,true,V__MGBLO022,ENDECO,0.000,0.000,C,-0.0017388,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire,
AG-GBL0NN,V__NGBLO023,,,GridBeyond Limited,V,true,V__NGBLO023,ENDECO,0.000,0.000,C,-0.0054721,0.000,0.000,0.000,0.000,false,false,_N,South Scotland,
AG-GBL0OH,V__HGBLO024,,,GridBeyond Limited,V,true,V__HGBLO024,ENDECO,0.000,0.000,C,0.0164654,0.000,0.000,0.000,0.000,false,false,_H,Southern,
AG-GBL0PE,V__EGBLO025,,,GridBeyond Limited,V,true,V__EGBLO025,ENDECO,0.000,0.000,C,0.0143610,0.000,0.000,0.000,0.000,false,false,_E,Midlands,
AG-GEDF01,2__GLOND001,,,EDF Energy Customers Limited,S,true,EDFE Aggregate N West 01,LENCO,0.000,0.000,C,-0.0048159,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GEDF02,2__GLOND002,,,EDF Energy Customers Limited,S,true,EDFE Agg NW Eng 02,LENCO,0.000,0.000,C,-0.0048159,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GEDF03,2__GLOND003,,,EDF Energy Customers Limited,S,true,EDFE Aggregate NW Eng 3,LENCO,-2.000,50.000,C,-0.0048159,-0.195,-0.117,4.875,2.925,false,false,_G,North Western,
AG-GEDF04,2__GLOND004,,,EDF Energy Customers Limited,S,true,EDFE Aggregate NW Eng 4,LENCO,-2.000,24.000,C,-0.0048159,-0.753,-0.645,9.038,7.745,false,false,_G,North Western,
AG-GFLX01,2__GFLEX001,,,Flexitricity Limited,S,true,2__GFLEX001,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,4.635,4.635,false,false,_G,North Western,
AG-GFLX02,2__GFLEX002,,,Flexitricity Limited,S,true,2__GFLEX002,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.526,9.526,false,false,_G,North Western,
AG-GFLX03,2__GFLEX003,,,Flexitricity Limited,S,true,2__GFLEX003,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,11.084,11.084,false,false,_G,North Western,
AG-GFLX04,2__GFLEX004,,,Flexitricity Limited,S,true,2__GFLEX004,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.310,9.310,false,false,_G,North Western,
AG-GFLX05,2__GFLEX005,,,Flexitricity Limited,S,true,2__GFLEX005,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.310,9.310,false,false,_G,North Western,
AG-GFLX06,2__GFLEX006,,,Flexitricity Limited,S,true,2__GFLEX006,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.310,9.310,false,false,_G,North Western,
AG-GFLX07,2__GFLEX007,,,Flexitricity Limited,S,true,2__GFLEX007,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.310,9.310,false,false,_G,North Western,
AG-GFLX08,2__GFLEX008,,,Flexitricity Limited,S,true,2__GFLEX008,FLEXTRCY,0.000,49.000,C,-0.0048159,0.000,0.000,9.310,9.310,false,false,_G,North Western,
AG-GLIM01,2__GANGE001,,,Limejump Energy Limited,S,true,2__GANGE001,ANGEL,-43.650,50.000,C,-0.0048159,-16.439,-14.086,18.830,16.135,false,false,_G,North Western,
AG-GLIM02,2__GANGE002,,,Limejump Energy Limited,S,true,2__GANGE002,ANGEL,-6.580,50.000,C,-0.0086334,-2.498,-2.112,18.985,16.045,false,false,_G,North Western,
AG-GLIM03,2__GANGE003,,,Limejump Energy Limited,S,true,2__GANGE003,ANGEL,0.000,10.321,C,-0.0086334,0.000,0.000,2.271,2.271,false,false,_G,North Western,
AG-GLIM04,2__GANGE004,,,Limejump Energy Limited,S,true,2__GANGE004,ANGEL,0.000,20.340,C,-0.0086334,0.000,0.000,4.475,4.475,false,false,_G,North Western,
AG-GLIM05,2__GANGE005,,,Limejump Energy Limited,S,false,2__GANGE005,ANGEL,0.000,0.000,C,-0.0041054,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GLIM06,2__GANGE006,,,Limejump Energy Limited,S,false,2__GANGE006,ANGEL,0.000,0.000,C,-0.0048159,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GSMA01,2__GSMAE001,,,Smartestenergy Limited,S,true,2__GSMAE001,SMARTEST,0.000,19.402,C,-0.0048159,0.000,0.000,3.686,3.686,false,false,_G,North Western,
AG-GSMA02,2__GSMAR002,,,Smartestenergy Limited,S,true,2__GSMAR002,SMARTEST,0.000,0.000,C,-0.0048159,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GSTK01,2__GSTAT001,,,Statkraft Markets Gmbh,S,true,STAT_G2,STATKRA1,-2.000,20.000,C,-0.0048159,-0.753,-0.645,7.532,6.454,false,false,_G,North Western,
AG-GSTK02,2__GSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_G3,STATKRA1,-2.000,20.000,C,-0.0048159,-0.269,-0.220,2.694,2.198,false,false,_G,North Western,
AG-GSTK03,2__GSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_G4,STATKRA1,-2.000,20.000,C,-0.0048159,-0.159,-0.114,1.592,1.144,false,false,_G,North Western,
AG-GSTK04,2__GSTAT004,,,Statkraft Markets Gmbh,S,true,STAT_G5,STATKRA1,-2.000,20.354,C,-0.0048159,-0.292,-0.267,2.970,2.715,false,false,_G,North Western,
AG-GSTK05,2__GSTAT005,,,Statkraft Markets Gmbh,S,true,STAT_G6,STATKRA1,-20.557,20.000,C,-0.0086334,-0.121,-0.148,0.118,0.144,false,false,_G,North Western,
AG-GSTK06,2__GSTAT006,,,Statkraft Markets Gmbh,S,true,STAT_G7,STATKRA1,0.000,6.000,C,-0.0048159,0.000,0.000,0.375,0.375,false,false,_G,North Western,
AG-GSTK07,2__GSTAT007,,,Statkraft Markets Gmbh,S,true,STAT_G8,STATKRA1,0.000,8.000,C,-0.0048159,0.000,0.000,1.520,1.520,false,false,_G,North Western,
AG-GSTK08,2__GSTAT008,,,Statkraft Markets Gmbh,S,true,STAT_G9,STATKRA1,-2.000,22.000,C,-0.0048159,-0.061,-0.029,0.669,0.321,false,false,_G,North Western,
AG-GSTK09,2__GSTAT009,,,Statkraft Markets Gmbh,S,true,STAT_G10,STATKRA1,-16.000,16.000,C,-0.0048159,-6.026,-5.163,6.026,5.163,false,false,_G,North Western,
AG-GSTK10,2__GSTAT010,,,Statkraft Markets Gmbh,S,true,STAT_G11,STATKRA1,0.000,16.000,C,-0.0048159,0.000,0.000,0.358,0.358,false,false,_G,North Western,
AG-GSTK11,2__GSTAT011,,,Statkraft Markets Gmbh,S,true,STAT_G12,STATKRA1,0.000,14.000,C,-0.0048159,0.000,0.000,2.660,2.660,false,false,_G,North Western,
AG-GSTK12,2__GSTAT012,48W000AG-GSTK12Q,,Statkraft Markets Gmbh,S,true,STAT_G13,STATKRA1,0.000,16.000,C,-0.0048159,0.000,0.000,0.141,0.141,false,false,_G,North Western,
AG-GSTK13,2__GSTAT013,,,Statkraft Markets Gmbh,S,true,STAT_G14,STATKRA1,0.000,14.000,C,-0.0048159,0.000,0.000,2.660,2.660,false,false,_G,North Western,
AG-GSTK14,2__GSTAT014,,,Statkraft Markets Gmbh,S,true,STAT_G15,STATKRA1,0.000,16.000,C,-0.0048159,0.000,0.000,3.040,3.040,false,false,_G,North Western,
AG-GSTK15,2__GSTAT015,,,Statkraft Markets Gmbh,S,true,STAT_G16,STATKRA1,0.000,8.000,C,-0.0048159,0.000,0.000,1.520,1.520,false,false,_G,North Western,
AG-GSTK16,2__GSTAT016,,,Statkraft Markets Gmbh,S,true,STAT_G17,STATKRA1,0.000,8.000,C,-0.0048159,0.000,0.000,1.520,1.520,false,false,_G,North Western,
AG-GSTK17,2__GSTAT017,,,Statkraft Markets Gmbh,S,true,STAT_G18,STATKRA1,-2.000,28.000,C,-0.0048159,-0.753,-0.645,10.545,9.036,false,false,_G,North Western,
AG-GSTK99,2__GSTAT099,,,Statkraft Markets Gmbh,S,true,STAT_G99,STATKRA1,-15.000,15.000,C,-0.0048159,-5.649,-4.841,5.649,4.841,false,false,_G,North Western,
AG-GUKP01,2__GUKPR001,,,UK Power Reserve Limited,S,true,UKPR NW,UKPR,0.000,0.000,C,-0.0048159,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GZP03K,V__KGAZP001,,,SEFE Marketing & Trading LTD,V,true,Rhymney,GAZPROM,0.000,0.000,C,0.0124353,0.000,0.000,0.000,0.000,false,false,_K,South Wales,
AG-GZP04K,V__KGAZP002,,,SEFE Marketing & Trading LTD,V,true,Brecon,GAZPROM,0.000,0.000,C,0.0124353,0.000,0.000,0.000,0.000,false,false,_K,South Wales,
AG-GZP05E,V__EGAZP001,,,SEFE Marketing & Trading LTD,V,true,Hem Heath,GAZPROM,0.000,0.000,C,0.0134244,0.000,0.000,0.000,0.000,false,false,_E,Midlands,
AG-GZP06B,V__BGAZP001,,,SEFE Marketing & Trading LTD,V,true,Staveley Energy Park,GAZPROM,0.000,0.000,C,0.0054492,0.000,0.000,0.000,0.000,false,false,_B,East Midlands,
AG-GZP07G,V__GGAZP001,,,SEFE Marketing & Trading LTD,V,true,Haydock,GAZPROM,0.000,0.000,C,-0.0041054,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-GZP08M,V__MGAZP001,,,SEFE Marketing & Trading LTD,V,true,Houghton,GAZPROM,0.000,0.000,C,-0.0072983,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire Electricity,
AG-HEDF01,2__HLOND001,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S E 01,LENCO,-36.830,29.782,C,0.0173987,-16.069,-14.279,12.994,11.546,false,false,_H,Southern,
AG-HEDF02,2__HLOND002,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S Eng 02,LENCO,-52.000,48.000,C,0.0199799,-19.188,-16.749,17.712,15.461,false,false,_H,Southern,
AG-HEL00G,V__GHABI001,,,Habitat Energy Limited,V,true,Red Scar,HABITAT,0.000,0.000,C,-0.0041970,0.000,0.000,0.000,0.000,false,false,_G,North Western,
AG-HEL01H,V__HHABI001,,,Habitat Energy Limited,V,true,Roundponds,HABITAT,0.000,0.000,C,0.0208273,0.000,0.000,0.000,0.000,false,false,_H,Southern,
AG-HEL0AG,V__GHABI002,,,Habitat Energy Limited,V,true,Gipsy Lane,HABITAT,0.000,0.000,P,-0.0021672,0.000,0.000,0.000,0.000,true,false,_G,North Western,
AG-HEL0BA,V__AHABI003,,,Habitat Energy Limited,V,true,Wickham,HABITAT,0.000,0.000,C,0.0037777,0.000,0.000,0.000,0.000,false,false,_A,Eastern GSP Group,
AG-HEL0CP,V__PHABI004,,OTHER,Habitat Energy Limited,V,true,Fordtown,HABITAT,0.000,0.000,C,-0.0301340,0.000,0.000,0.000,0.000,false,false,_P,North Scotland,
AG-HEL0DN,V__NHABI005,,OTHER,Habitat Energy Limited,V,true,Camilla,HABITAT,0.000,0.000,C,-0.0088069,0.000,0.000,0.000,0.000,false,false,_N,South Scotland,
AG-HEL0EP,V__PHABI006,,OTHER,Habitat Energy Limited,V,true,Glendevon,HABITAT,0.000,0.000,C,-0.0472754,0.000,0.000,0.000,0.000,false,false,_P,NORTH of SCOTLAND GSP,
AG-HFLX01,2__HFLEX001,,,Flexitricity Limited,S,true,2__HFLEX001,FLEXTRCY,0.000,49.000,C,0.0199799,0.000,0.000,1.617,1.617,false,false,_H,Southern,
AG-HLIM01,2__HANGE001,,,Limejump Energy Limited,S,true,2__HANGE001,ANGEL,-20.791,50.000,C,0.0199799,-0.104,-0.100,0.250,0.240,false,false,_H,Southern,
AG-HLIM02,2__HANGE002,,,Limejump Energy Limited,S,true,2__HANGE002,ANGEL,-40.865,50.000,C,0.0199799,-0.225,-0.270,0.275,0.330,false,false,_H,Southern,
AG-HLIM03,2__HANGE003,,,Limejump Energy Limited,S,true,2__HANGE003,ANGEL,-52.284,49.813,C,0.0199799,-0.800,-1.077,0.762,1.026,false,false,_H,Southern,
AG-HLIM04,2__HANGE004,,,Limejump Energy Limited,S,true,2__HANGE004,ANGEL,-51.835,49.335,C,0.0199799,-0.498,-0.617,0.474,0.587,false,false,_H,Southern,
AG-HLIM05,2__HANGE005,,,Limejump Energy Limited,S,true,2__HANGE005,ANGEL,-100.493,99.482,C,0.0199799,-37.082,-32.369,36.709,32.043,false,false,_H,Southern,
AG-HOCT01,2__HMRCY001,,,Octopus Energy Limited,S,true,AG-HOCT01,MERCURY,-5.000,0.000,C,0.0199799,-1.845,-1.611,0.000,0.000,false,false,_H,Southern,
AG-HSMA01,2__HSMAE001,,,Smartestenergy Limited,S,true,2__HSMAE001,SMARTEST,0.000,15.748,C,0.0199799,0.000,0.000,2.992,2.992,false,false,_H,Southern,
AG-HSTK01,2__HSTAT001,,,Statkraft Markets Gmbh,S,true,STAT_H2,STATKRA1,-100.000,100.000,C,0.0199799,-0.970,-1.050,0.970,1.050,false,false,_H,Southern,
AG-HSTK02,2__HSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_H3,STATKRA1,-50.000,50.331,C,0.0199799,-0.415,-0.400,0.418,0.403,false,false,_H,Southern,
AG-HSTK03,2__HSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_H4,STATKRA1,-2.000,20.000,C,0.0199799,-0.075,-0.030,0.746,0.300,false,false,_H,Southern,
AG-HSTK04,2__HSTAT004,,,Statkraft Markets Gmbh,S,true,STAT_H5,STATKRA1,0.000,20.000,C,0.0199799,0.000,0.000,3.800,3.800,false,false,_H,Southern,
AG-HSTK05,2__HSTAT005,,,Statkraft Markets Gmbh,S,true,STAT_H6,STATKRA1,0.000,16.000,C,0.0199799,0.000,0.000,0.462,0.462,false,false,_H,Southern,
AG-HSTK06,2__HSTAT006,,,Statkraft Markets Gmbh,S,true,STAT_H7,STATKRA1,0.000,16.000,C,0.0199799,0.000,0.000,0.440,0.440,false,false,_H,Southern,
AG-HSTK07,2__HSTAT007,,,Statkraft Markets Gmbh,S,true,STAT_H8,STATKRA1,-40.000,40.000,C,0.0199799,-14.760,-12.884,14.760,12.884,false,false,_H,Southern,
AG-HSTK08,2__HSTAT008,,,Statkraft Markets Gmbh,S,true,STAT_H9,STATKRA1,-20.000,20.000,C,0.0199799,-7.380,-6.442,7.380,6.442,false,false,_H,Southern,
AG-HSTK99,2__HSTAT099,,,Statkraft Markets Gmbh,S,true,STAT_H99,STATKRA1,-15.000,15.000,C,0.0199799,-5.535,-4.832,5.535,4.832,false,false,_H,Southern,
AG-JEDF01,2__JLOND001,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S E Eng 01,LENCO,0.000,0.000,C,0.0084878,0.000,0.000,0.000,0.000,false,false,_J,South Eastern,
AG-JEDF02,2__JLOND002,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S E Eng 02,LENCO,-2.000,10.000,C,0.0120522,-0.848,-0.736,4.239,3.681,false,false,_J,South Eastern,
AG-JEDF03,2__JLOND003,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S E Eng 03,LENCO,0.000,12.000,C,0.0120522,0.000,0.000,2.280,2.280,false,false,_J,South Eastern,
AG-JEDF04,2__JLOND004,,,EDF Energy Customers Limited,S,true,EDFE Aggregate S E 04,LENCO,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,_J,South Eastern,
AG-JLIM01,2__JANGE001,,,Limejump Energy Limited,S,false,2__JANGE001,ANGEL,0.000,50.000,C,0.0120522,0.000,0.000,9.500,9.500,false,false,_J,South Eastern,
AG-JOCT01,2__JMRCY001,,,Octopus Energy Limited,S,true,AG-JOCT01,MERCURY,-5.000,0.000,C,0.0120522,-2.120,-1.841,0.000,0.000,false,false,_J,South Eastern,
AG-JSTK01,2__JSTAT001,,,Statkraft Markets Gmbh,S,true,STAT_J2,STATKRA1,-2.000,22.000,C,0.0120522,-0.072,-0.016,0.794,0.178,false,false,_J,South Eastern,
AG-JSTK02,2__JSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_J3,STATKRA1,-8.000,6.000,C,0.0120522,-0.077,-0.110,0.058,0.082,false,false,_J,South Eastern,
AG-JSTK03,2__JSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_J4,STATKRA1,0.000,22.000,C,0.0120522,0.000,0.000,4.180,4.180,false,false,_J,South Eastern,
AG-JSTK99,2__JSTAT099,,,Statkraft Markets Gmbh,S,true,STAT_J99,STATKRA1,-15.000,15.000,C,0.0120522,-6.359,-5.522,6.359,5.522,false,false,_J,South Eastern,
AG-JUKP01,2__JUKPR001,,,UK Power Reserve Limited,S,true,UKPR S East,UKPR,-50.000,50.000,C,0.0120522,-21.195,-18.405,21.195,18.405,false,false,_J,South Eastern,
AG-KFLX01,2__KFLEX001,,,Flexitricity Limited,S,true,2__KFLEX001,FLEXTRCY,0.000,49.000,C,0.0162007,0.000,0.000,2.538,2.538,false,false,_K,South Wales,
AG-KFLX02,2__KFLEX002,,,Flexitricity Limited,S,true,2__KFLEX002,FLEXTRCY,0.000,49.000,C,0.0162007,0.000,0.000,9.310,9.310,false,false,_K,South Wales,
AG-KLIM01,2__KANGE001,,,Limejump Energy Limited,S,true,2__KANGE001,ANGEL,0.000,50.000,C,0.0139397,0.000,0.000,11.000,11.000,false,false,_K,South Wales,
AG-KSTK01,2__KSTAT001,,,Statkraft Markets Gmbh,S,true,STAT_K2,STATKRA1,0.000,8.000,C,0.0162007,0.000,0.000,0.173,0.173,false,false,_K,South Wales,
AG-KSTK02,2__KSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_K3,STATKRA1,0.000,16.000,C,0.0162007,0.000,0.000,0.597,0.597,false,false,_K,South Wales,
AG-KSTK03,2__KSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_K4,STATKRA1,0.000,16.000,C,0.0162007,0.000,0.000,0.485,0.485,false,false,_K,South Wales,
AG-KSTK04,2__KSTAT004,,,Statkraft Markets Gmbh,S,true,STAT_K5,STATKRA1,0.000,16.000,C,0.0162007,0.000,0.000,3.040,3.040,false,false,_K,South Wales,
AG-KSTK05,2__KSTAT005,,,Statkraft Markets Gmbh,S,true,STAT_K6,STATKRA1,-2.000,16.000,C,0.0162007,-0.782,-0.699,6.256,5.595,false,false,_K,South Wales,
AG-KSTK06,2__KSTAT006,,,Statkraft Markets Gmbh,S,true,STAT_K7,STATKRA1,0.000,20.000,C,0.0162007,0.000,0.000,3.800,3.800,false,false,_K,South Wales,
AG-KSTK07,2__KSTAT007,,,Statkraft Markets Gmbh,S,true,STAT_K8,STATKRA1,-2.000,20.000,C,0.0162007,-0.782,-0.699,7.820,6.994,false,false,_K,South Wales,
AG-KSTK99,2__KSTAT099,,,Statkraft Markets Gmbh,S,true,STAT_K99,STATKRA1,-15.000,15.000,C,0.0162007,-5.865,-5.246,5.865,5.246,false,false,_K,South Wales,
AG-KUKP01,2__KUKPR001,,,UK Power Reserve Limited,S,true,UKPR S Wales,UKPR,0.000,10.200,C,0.0162007,0.000,0.000,1.938,1.938,false,false,_K,South Wales,
AG-LEDF01,2__LLOND001,,,EDF Energy Customers Limited,S,true,EDFE Aggregate SW Eng 1,LENCO,0.000,0.000,C,0.0153524,0.000,0.000,0.000,0.000,false,false,_L,South Western,
AG-LFLX01,2__LFLEX001,,,Flexitricity Limited,S,true,2__LFLEX001,FLEXTRCY,0.000,49.000,C,0.0214735,0.000,0.000,0.456,0.456,false,false,_L,South Western,
AG-LLIM01,2__LANGE001,,,Limejump Energy Limited,S,true,2__LANGE001,ANGEL,-29.282,65.000,C,0.0214735,-0.091,-0.158,0.202,0.351,false,false,_L,South Western,
AG-LLIM02,2__LANGE002,,,Limejump Energy Limited,S,true,2__LANGE002,ANGEL,-27.289,50.000,C,0.0214735,-0.240,-0.237,0.440,0.435,false,false,_L,South Western,
AG-LLIM03,2__LANGE003,,,Limejump Energy Limited,S,true,2__LANGE003,ANGEL,0.000,0.000,C,0.0247256,0.000,0.000,0.000,0.000,false,false,_L,South Western,
AG-LLT00B,V__BLEVE001,,,Levelise Limited,V,true,V__BLEVE001,LEVELISE,0.000,0.000,C,0.0073472,0.000,0.000,0.000,0.000,false,false,_B,East Midlands,
AG-LLT01H,V__HLEVE001,,,Levelise Limited,V,true,V__HLEVE001,LEVELISE,0.000,0.000,C,0.0199799,0.000,0.000,0.000,0.000,false,false,_H,Southern,
AG-LLT02L,V__LLEVE001,,,Levelise Limited,V,true,V__LLEVE001,LEVELISE,0.000,0.000,C,0.0214735,0.000,0.000,0.000,0.000,false,false,_L,South Western,
AG-LSTK01,2__LSTAT001,,,Statkraft Markets Gmbh,S,true,2_LSTAT001,STATKRA1,-2.000,20.000,C,0.0214735,-0.084,-0.035,0.836,0.346,false,false,_L,South Western,
AG-LSTK02,2__LSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_L3,STATKRA1,-2.000,20.000,C,0.0214735,-0.405,-0.227,4.052,2.272,false,false,_L,South Western,
AG-LSTK03,2__LSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_L4,STATKRA1,-2.000,20.000,C,0.0214735,-0.106,-0.062,1.064,0.616,false,false,_L,South Western,
AG-LSTK04,2__LSTAT004,,,Statkraft Markets Gmbh,S,true,STAT_L5,STATKRA1,-2.000,20.000,C,0.0214735,-0.744,-0.646,7.436,6.458,false,false,_L,South Western,
AG-LSTK99,2__LSTAT099,,,Statkraft Markets Gmbh,S,true,STAT_L99,STATKRA1,-15.000,15.000,C,0.0214735,-5.577,-4.844,5.577,4.844,false,false,_L,South Western,
AG-LUKP01,2__LUKPR001,,,UK Power Reserve Limited,S,true,UKPR S West,UKPR,0.000,10.200,C,0.0214735,0.000,0.000,1.938,1.938,false,false,_L,South Western,
AG-MCAM01,2__MCMRO002,48W000AG-MCAM01O,,BGI Trading Limited,S,true,2__MCMRO002,CAMARO,-35.475,35.572,C,-0.0051169,-0.004,-0.007,0.004,0.007,false,false,_M,Yorkshire,
AG-MCET01,2__MCNDL002,,,NEAS Energy Ltd.,S,true,Brigg DG-2,CNDA,0.000,48.000,C,-0.0051169,0.000,0.000,9.120,9.120,false,false,_M,Yorkshire,
AG-MECO01,2__MECOT003,,,ECOTRICITY LIMITED,S,true,2__MECOT003,RENC,0.000,0.000,C,-0.0108106,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire Electricity,
AG-MFLX01,2__MFLEX001,,,Flexitricity Limited,S,true,2__MFLEX001,FLEXTRCY,0.000,49.000,C,-0.0043908,0.000,0.000,10.290,10.290,false,false,_M,Yorkshire,
AG-MFLX02,2__MFLEX002,,,Flexitricity Limited,S,true,2__MFLEX002,FLEXTRCY,0.000,49.000,C,-0.0051169,0.000,0.000,9.310,9.310,false,false,_M,Yorkshire,
AG-MFLX03,2__MFLEX003,,,Flexitricity Limited,S,true,2__MFLEX003,FLEXTRCY,0.000,49.000,C,-0.0043908,0.000,0.000,10.290,10.290,false,false,_M,Yorkshire,
AG-MFLX04,2__MFLEX004,,,Flexitricity Limited,S,true,2__MFLEX004,FLEXTRCY,0.000,49.000,C,-0.0043908,0.000,0.000,10.290,10.290,false,false,_M,Yorkshire,
AG-MLIM01,2__MANGE001,,,Limejump Energy Limited,S,true,2__MANGE001,ANGEL,0.000,50.000,C,-0.0079685,0.000,0.000,11.000,11.000,false,false,_M,Yorkshire,
AG-MLIM02,2__MANGE002,,,Limejump Energy Limited,S,true,2__MANGE002,ANGEL,0.000,50.000,C,-0.0079685,0.000,0.000,11.000,11.000,false,false,_M,Yorkshire,
AG-MLIM03,2__MANGE003,,,Limejump Energy Limited,S,false,2__MANGE003,ANGEL,0.000,0.000,C,-0.0051169,0.000,0.000,0.000,0.000,false,false,_M,Yorkshire,
AG-MSMA01,2__MSMAE001,,,Smartestenergy Limited,S,true,2__MSMAE001,SMARTEST,0.000,21.158,C,-0.0051169,0.000,0.000,4.020,4.020,false,false,_M,Yorkshire,
AG-MSMA02,2__MSMAE002,,,Smartestenergy Limited,S,true,2__MSMAE002,SMARTEST,0.000,15.720,C,-0.0051169,0.000,0.000,2.987,2.987,false,false,_M,Yorkshire,
AG-MSTK01,2__MSTAT001,,,Statkraft Markets Gmbh,S,true,STAT_M2,STATKRA1,-50.000,50.000,C,-0.0051169,-0.480,-0.670,0.480,0.670,false,false,_M,Yorkshire,
AG-MSTK02,2__MSTAT002,,,Statkraft Markets Gmbh,S,true,STAT_M3,STATKRA1,-2.000,50.000,C,-0.0051169,-0.079,-0.046,1.980,1.160,false,false,_M,Yorkshire,
AG-MSTK03,2__MSTAT003,,,Statkraft Markets Gmbh,S,true,STAT_M4,STATKRA1,0.000,16.000,C,-0.0051169,0.000,0.000,0.245,0.245,false,false,_M,Yorkshire,
AG-MSTK04,2__MSTAT004,,,Statkraft Markets Gmbh,S,true,STAT_M5,STATKRA1,0.000,6.000,C,-0.0051169,0.000,0.000,0.404,0.404,false,false,_M,Yorkshire,
AG-MSTK05,2__MSTAT005,,,Statkraft Markets Gmbh,S,true,STAT_M6,STATKRA1,-8.000,8.000,C,-0.0051169,-0.052,-0.030,0.052,0.030,false,false,_M,Yorkshire,
