nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
NSC-OCT01,2__PMRCY000,,,Octopus Energy Limited,G,TRUE,2__PMRCY000,MERCURY,-108.549,90.982,C,-0.0560366,-17.335,-24.727,14.53,20.726,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
RRWW-1,T_RRWW-1,48W000000RRWW-1P,WIND,RWE Renewables UK Robin Rigg,T,TRUE,T_RRWW-1,ROBINRIG,-6,90.838,P,0.0039537,-2.4,-2.4,36.335,36.335,TRUE,FALSE,,,
BOWLW-1,T_BOWLW-1,48W00000BOWLW-1K,WIND,Barrow Offshore Wind Limited,T,TRUE,Barrow Offshore Wind,DONG009,-2,90,P,0.0039537,-0.8,-0.8,36,36,TRUE,FALSE,,,
BURBW-1,E_BURBO,48W00000BURBW-1L,WIND,Orsted Burbo (UK) Limited,E,TRUE,Burbo Offshore Wind,DONG001,-2,90,P,0.01133,-0.8,-0.8,36,36,TRUE,FALSE,_D,Merseyside and North Wales,
CAS-CON01,M_CAS-CON01,48W000CAS-CON01O,NPSHYD,SSE Generation Ltd,T,TRUE,Conon Cascade,SSEGEN,-1.846,90,P,-0.0560366,-0.738,-0.738,36,36,TRUE,FALSE,,,
DDGNO-2,T_DDGNO-2,48W00000DDGNO-2C,WIND,Dudgeon Offshore Wind Ltd,T,TRUE,Dudgeon Generator BMU 2,DUDGEON,-1.32,90,P,0.0083715,-0.528,-0.528,36,36,TRUE,FALSE,,,
EAS-GDF01,2__ARWED000,,,ENGIE Power Limited,G,TRUE,2__ARWED000,RWETDL,-84,90,C,0.0083715,-8.61,-16.288,9.225,17.451,FALSE,FALSE,_A,Eastern GSP Group,
FFES-3,T_FFES-3,48W000000FFES-3O,PS,First Hydro Company,T,TRUE,Ffestioniog 3,FSTHYDRO,-75,90,P,0.01133,-30,-30,36,36,TRUE,FALSE,,,
FFES-4,T_FFES-4,48W000000FFES-4M,PS,First Hydro Company,T,TRUE,Ffestioniog 4,FSTHYDRO,-75,90,P,0.01133,-30,-30,36,36,TRUE,FALSE,,,
SSC-AXPO1,2__NAXPO000,,,AXPO UK LIMITED,G,FALSE,2__NAXPO000,EGLUK,-22,90,C,-0.0377779,8.006,6.882,-32.751,-28.152,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
KPMRW-1,T_KPMRW-1,,WIND,OnPath Energy Limited,T,TRUE,KYPE MUIR WIND FARM,BANKSREN,-2,89,P,-0.0377779,-0.8,-0.8,35.6,35.6,TRUE,FALSE,,,
GAOFO-1,T_GANW-11,48W00000GAOFO-13,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 11,GALOWFL,-3,88,P,0.0083715,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
GAOFO-3,T_GANW-13,48W10000GAOFO-3N,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 13,GALOWFL,-3,88,P,0.0083715,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
GAOFO-4,T_GANW-24,48W00000GAOFO-4Y,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 24,GALOWFL,-3,88,P,0.0083715,-1.2,-1.2,35.2,35.2,TRUE,FALSE,,,
SAKNW-1,T_SAKNW-1,,WIND,Sandy Knowe Wind Farm Ltd,T,TRUE,Sandy Knowe Wind Farm,SANDYWF1,-1,87,P,-0.0377779,-0.4,-0.4,34.8,34.8,TRUE,FALSE,,,
GORDW-1,T_GORDW-1,48W00000GORDW-1D,WIND,SSE Generation Ltd,T,TRUE,Gordon Bush,SSEGEN,-1.2,86.764,P,-0.0560366,-0.48,-0.48,34.706,34.706,TRUE,FALSE,,,
MARK-1,E_MARK-1,48W000000MARK-1D,BIOMASS,Edgware Energy Limited,E,TRUE,Rothes Bio-Plant CHP1,EDGWARE,-69.979,86.139,C,-0.0377779,-27.992,-27.992,34.456,34.456,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
NWP-TFE01,2__GTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__GTGPL000,TFEGP,-216.509,84,C,0.0039537,-120.639,-90.219,46.805,35.003,FALSE,FALSE,_G,North Western,
SSC-ATL01,2__NIMPO000,,,SSE Energy Supply Limited,G,TRUE,IMPO South Scotland,SSE,-168.24,81,C,-0.0377779,-107.657,-92.044,51.832,44.315,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
SWT-LON01,2__LLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid SWEB,LENCO,-210,80.277,C,0.024847,-125.118,-88.599,47.829,33.869,FALSE,FALSE,_L,South Western,
AG-ALIM02,2__AANGE001,,,Limejump Energy Limited,S,FALSE,2__AANGE001,ANGEL,-1,80,C,0.0083715,-0.387,-0.336,30.92,26.904,FALSE,FALSE,_A,Eastern GSP Group,
LCSMH-1,2__PMARB001,48W00000LCSMH-1T,NPSHYD,Marble Power Limited,S,TRUE,Lochaber Hydro,MARBLE,-46,80,C,-0.0560366,28.055,27.798,-48.792,-48.344,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
NSC-AXPO1,2__PAXPO000,,,AXPO UK LIMITED,G,FALSE,2__PAXPO000,EGLUK,-5,80,C,-0.0560366,22.029,19.496,-352.456,-311.928,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
NSC-GDF01,2__PRWED000,,,ENGIE Power Limited,G,TRUE,2__PRWED000,RWETDL,-26,80,C,-0.0560366,-6.778,-8.26,20.856,25.416,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
STALB-1,E_STALB-1,,,KXP Immingham Ltd,E,TRUE,KXP Immingham BESS,KXPIMM,-10.529,80,C,0.0044623,-0.986,-0.986,7.488,7.488,FALSE,FALSE,_M,Yorkshire,
EMD-HVN01,2__BHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__BHAVE000,HAVEN,0,78.8,C,0.0149883,0,0,16.548,16.548,FALSE,FALSE,_B,East Midlands,
YEP-NPE01,2__MNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Yorkshire Area NATP,NPOWER02,-280,78,C,0.0044623,-167.496,-110.852,46.66,30.88,FALSE,FALSE,_M,Yorkshire,
CAS-CLU01,M_CAS-CLU01,48W000CAS-CLU01B,NPSHYD,SSE Generation Ltd,T,TRUE,Clunie Cascade,SSEGEN,-0.04,76.2,P,-0.0560366,-0.016,-0.016,30.48,30.48,TRUE,FALSE,,,
MDHLW-1,2__PSTAT002,48W00000MDHLW-1P,WIND,Statkraft Markets Gmbh,S,TRUE,STAT P3 North Scotland,STATKRA1,0,76,C,-0.0560366,0,0,15.96,15.96,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
BRDUW-1,E_BRDUW-1,48W00000BRDUW-1V,WIND,Erova Energy Limited,E,TRUE,Braes of Doune,EROVAIRL,-1,74,C,-0.0560366,-0.4,-0.4,29.6,29.6,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
CAS-MOR01,M_CAS-MOR01,48W000CAS-MOR01M,NPSHYD,SSE Generation Ltd,T,TRUE,Moriston Cascade,SSEGEN,0,74,P,-0.0560366,0,0,29.6,29.6,TRUE,FALSE,,,
STH-ENR01,2__HENRD000,,,British Gas Trading Ltd,G,TRUE,2__HENRD000,BRITGAS,-273.886,72,C,0.0225389,-145.488,-105.884,38.246,27.835,FALSE,FALSE,_H,Southern,
TAYL2G,E_TAYL2G,48W000000TAYL2GY,OCGT,Uniper UK Limited,E,TRUE,E_TAYL2G,EECL,-2.3,72,P,0.0237933,-0.92,-0.92,28.8,28.8,TRUE,FALSE,_C,London,
TAYL3G,E_TAYL3G,48W000000TAYL3GV,OCGT,Uniper UK Limited,E,TRUE,E_TAYL3G,EECL,-2.3,72,P,0.0237933,-0.92,-0.92,28.8,28.8,TRUE,FALSE,_C,London,
CAS-KIL01,M_CAS-KIL01,48W000CAS-KIL01E,NPSHYD,SSE Generation Ltd,T,TRUE,Killin Cascade,SSEGEN,0,70,P,-0.0560366,0,0,28,28,TRUE,FALSE,,,
CASKD-1,T_CASKD-1,,,INOVYN Energy Limited,T,TRUE,Castner Kellner,IMPX,-240,70,P,0.01133,-96,-96,28,28,TRUE,FALSE,,,
COWE1,E_COWE1,48W0000000COWE13,OCGT,RWE Generation UK plc,E,TRUE,Cowes Main Unit 1,INNOGY01,-2,70,P,0.0225389,-0.8,-0.8,28,28,TRUE,FALSE,_H,Southern,
COWE2,E_COWE2,48W0000000COWE21,OCGT,RWE Generation UK plc,E,TRUE,Cowes Main Unit 2,INNOGY01,-2,70,P,0.0225389,-0.8,-0.8,28,28,TRUE,FALSE,_H,Southern,
STRNW-1,T_STRNW-1,48W00000STRNW-1H,WIND,Strathy Wind Farm Limited,T,TRUE,Strathy North Wind Farm 1,STRTHWFL,-0.6,70,P,-0.0560366,-0.24,-0.24,28,28,TRUE,FALSE,,,
BLLA-2,T_BLLA-2,48W000000BLLA-2I,WIND,SP Renewables (UK) Limited,T,TRUE,Black Law Windfarm Extension,SPCRE01,-2.5,69,P,-0.0377779,-1,-1,27.6,27.6,TRUE,FALSE,,,
CGTHW-1,T_CGTHW-1,48W00000CGTHW-1W,WIND,Corriegarth Wind Energy LTD,T,TRUE,Corriegarth WF,CRGTHW,-0.432,69,P,-0.0560366,-0.173,-0.173,27.6,27.6,TRUE,FALSE,,,
DRSLW-1,T_DRSLW-1,48W00000DRSLW-17,WIND,SP Renewables (UK) Limited,T,TRUE,Dersalloch Windfarm,SPCRE01,-2.5,69,P,-0.0377779,-1,-1,27.6,27.6,TRUE,FALSE,,,
LCLTW-1,T_LCLTW-1,48W00000LCLTW-1D,WIND,Eneco Energy Trade,T,TRUE,Lochluichart Windfarm,ENECOUK,-0.5,69,C,-0.0560366,-0.2,-0.2,27.6,27.6,TRUE,FALSE,,,
KILBW-1,T_KILBW-1,48W00000KILBW-1W,WIND,Kilbraur Wind Energy Ltd,T,TRUE,KILBW,KILBRAUR,-1,68.51,P,-0.0560366,-0.4,-0.4,27.404,27.404,TRUE,FALSE,,,
FIDL-1,T_FIDL-1,48W000000FIDL-16,,Keadby Generation Limited,T,TRUE,Fiddler's Ferry 1,KGL,-20,68,C,0.0028532,0,0,0,0,FALSE,FALSE,,,
KYPEW-1,T_KYPEW-1,,WIND,Kype Extension Wind Farm Ltd,T,TRUE,KYPE MUIR EXT WIND FARM,KYPEMEXT,-3.631,67,P,-0.0377779,-1.452,-1.452,26.8,26.8,TRUE,FALSE,,,
BRYBW-1,E_BRYBW-1,48W00000BRYBW-10,WIND,Statkraft Markets Gmbh,E,TRUE,Berry Burn Wind Farm,STATKRA1,-0.321,66.7,P,-0.0560366,-0.128,-0.128,26.68,26.68,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
SWA-UKP01,2__KUKPR000,,,UK Power Reserve Limited,G,TRUE,UK_Power_Reserve_K,UKPR,0,66,C,0.0217596,0,0,16.5,16.5,FALSE,FALSE,_K,South Wales,
AG-LLIM01,2__LANGE001,,,Limejump Energy Limited,S,TRUE,2__LANGE001,ANGEL,-29.282,65,C,0.024847,-0.164,-0.164,0.364,0.364,FALSE,FALSE,_L,South Western,
MILWW-1,T_MILWW-1,48W00000MILWW-1M,WIND,Millennium Wind Energy Ltd,T,TRUE,MILWW,MILLEN07,-1,65,P,-0.0560366,-0.4,-0.4,26,26,TRUE,FALSE,,,
GNFSW-2,T_GNFSW-2,48W00000GNFSW-2F,WIND,Gunfleet Sands II Limited,T,TRUE,Gunfleet Sands 2,DONG006,-4.383,64.48,P,0.0083715,-1.753,-1.753,25.792,25.792,TRUE,FALSE,,,
PAUHW-1,2__PENEC002,48W00000PAUHW-11,WIND,Eneco Energy Trade,S,TRUE,Pauls Hill Windfarm,ENECOUK,-0.4,64.4,C,-0.0560366,-0.162,-0.145,26.037,23.39,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
YEP-TFE01,2__MTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__MTGPL000,TFEGP,-201.515,64,C,0.0044623,-130.118,-96.022,41.325,30.496,FALSE,FALSE,_M,Yorkshire,
AKGLW-2,T_AKGLW-2,48W00000AKGLW-22,WIND,Aikengall 2 CWCL,T,TRUE,AIKENGALL II,AIK2CWCL,-1,63.84,P,-0.0377779,-0.4,-0.4,25.536,25.536,TRUE,FALSE,,,
MANXENR-1,E_MANXENR-1,,,Smartestenergy Limited,E,TRUE,ENRON MANX,SMARTEST,-62.903,63.74,C,0.0039537,-25.161,-25.161,25.496,25.496,TRUE,FALSE,_G,North Western,
GSMA03,2__GSMAE003,,,Smartestenergy Limited,S,TRUE,2__GSMAE003,SMARTEST,0,61.882,C,0.0039537,0,0,0,0,FALSE,FALSE,_G,North Western,
WISTW-2,T_WISTW-2,,WIND,BROCKLOCH RIG WINDFARM LTD,T,TRUE,Brockloch Rig 2 WF Exp A,BRWLTD,-0.336,61.5,P,-0.0377779,-0.134,-0.134,24.6,24.6,TRUE,FALSE,,,
NWP-HVN01,2__GHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__GHAVE000,HAVEN,0,61.36,C,0.0039537,0,0,12.886,12.886,FALSE,FALSE,_G,North Western,
STH-HVN01,2__HHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__HHAVE000,HAVEN,0,61.12,C,0.0225389,0,0,12.835,12.835,FALSE,FALSE,_H,Southern,
KENNW-1,T_KENNW-1,,WIND,Kennoxhead Wind Farm Limited,T,TRUE,Kennoxhead Wind Farm,KENX01,-0.1,60,P,-0.0377779,-0.04,-0.04,24,24,TRUE,FALSE,,,
MOYEW-1,E_MOYEW-1,,WIND,Eneco Energy Trade,E,TRUE,Moy Windfarm,ENECOUK,-0.4,60,C,-0.0560366,-0.16,-0.16,24,24,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
STH-AXPO1,2__HAXPO000,,,AXPO UK LIMITED,G,FALSE,2__HAXPO000,EGLUK,-16,60,C,0.0225389,29.461,29.838,-110.478,-111.894,FALSE,FALSE,_H,Southern,
SWT-GDF01,2__LRWED000,,,ENGIE Power Limited,G,TRUE,2__LRWED000,RWETDL,-84,60,C,0.024847,-14.389,-1.453,10.278,1.038,FALSE,FALSE,_L,South Western,
GORDW-2,T_GORDW-2,,WIND,SSE Generation Ltd,T,TRUE,Gordonbush WF Extension,SSEGEN,-0.6,58.733,P,-0.0560366,-0.24,-0.24,23.493,23.493,TRUE,FALSE,,,
OCHLB-1,T_OCHLB-1,,,HD143OCK Ltd,T,TRUE,Ocker Hill,CESGOL01,-57.624,58,P,0.0217983,-23.05,-23.05,23.2,23.2,TRUE,FALSE,,,
TYLNB-1,T_TYLNB-1,48W00000TYLNB-1K,,Pivoted Power LLP,T,TRUE,Tye Lane BESS,PIVOT,-57,58,P,0.0083715,-22.8,-22.8,23.2,23.2,TRUE,FALSE,,,
AG-NLIM02,2__NANGE002,,,Limejump Energy Limited,S,TRUE,2__NANGE002,ANGEL,-17.02,57.026,C,-0.0146251,-6.337,-5.564,21.231,18.642,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
CAPNB-1,T_CAPNB-1,48W00000CAPNB-14,,HD888CAP Ltd,T,TRUE,Capenhurst,CESCAP01,-57,57,P,0.01133,-5.335,-5.335,5.335,5.335,TRUE,FALSE,,,
ENDRB-1,T_ENDRB-1,48W00000ENDRB-1N,OTHER,Flexitricity Limited,T,TRUE,Enderby BESS,FLEXTRCY,-57,57,C,0.0064338,-5.335,-5.335,5.335,5.335,FALSE,FALSE,,,
NTRVB-1,T_NTRVB-1,48W00000NTRVB-1R,,Arenko Cleantech Limited,T,TRUE,Native River,AG,-57,57,C,0.01133,-5.335,-5.335,5.335,5.335,FALSE,FALSE,,,
SZJNB-1,T_SZJNB-1,,,Arenko Cleantech Limited,T,TRUE,Sizing John,AG,-57,57,C,0.01133,-5.335,-5.335,5.335,5.335,FALSE,FALSE,,,
T_MKFRB-1,T_MKFRB-1,,,SSE Battery Monk Fryston Ltd,T,TRUE,Monk Fryston,MONKBESS,-57,57,P,0.0044623,-5.335,-5.335,5.335,5.335,TRUE,FALSE,,,
DERBY-2,E_DERBY-1,,,Whitetower Energy Limited,E,TRUE,DERBY,FDUN1,-6,56.084,P,0.0149883,-2.4,-2.4,22.434,22.434,TRUE,FALSE,_B,East Midlands,
SEE-ENR01,2__JENRD000,,,British Gas Trading Ltd,G,TRUE,2__JENRD000,BRITGAS,-158.703,56,C,0.0136162,-83.208,-61.72,29.361,21.778,FALSE,FALSE,_J,South Eastern,
SEE-TFE01,2__JTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__JTGPL000,TFEGP,-174.707,56,C,0.0136162,-112.284,-97.277,35.991,31.181,FALSE,FALSE,_J,South Eastern,
GLWSW-1,T_GLWSW-1,48W00000GLWSW-13,WIND,GALAWHISTLE WIND FARM,T,TRUE,Galawhistle Wind Farm,GALAWWF,-0.72,55.2,P,-0.0377779,-0.288,-0.288,22.08,22.08,TRUE,FALSE,,,
BLKWW-1,T_BLKWW-1,48W00000BLKWW-1L,WIND,Blackcraig Wind Farm Limited,T,TRUE,Blackcraig Windfarm,BLK2017,-0.8,54.688,P,-0.0377779,-0.32,-0.32,21.875,21.875,TRUE,FALSE,,,
BLHLB-4,T_BLHLB-4,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,TRUE,T_BLHLB-4,ZENOBE4,-54.82,54.42,C,-0.0560366,-5.131,-5.131,5.094,5.094,FALSE,FALSE,,,
EMD-LON01,2__BLOND000,,,EDF Energy Customers Limited,G,TRUE,LE Default BMUid EMEB,LENCO,-400,54.152,C,0.0149883,-213.28,-148.12,28.874,20.052,FALSE,FALSE,_B,East Midlands,
BLHLB-3,T_BLHLB-3,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,TRUE,T_BLHLB-3,ZENOBE4,-54,54,C,-0.0560366,-5.054,-5.054,5.054,5.054,FALSE,FALSE,,,
SWA-GDF01,2__KRWED000,,,ENGIE Power Limited,G,TRUE,2__KRWED000,RWETDL,-32,54,C,0.0211515,-0.518,-2.925,0.875,4.936,FALSE,FALSE,_K,South Wales,
BFSE01,2__BFSEN005,,,F & S Energy Ltd.,S,TRUE,2__BFSENOK5,FSE0001,-54.564,52.529,C,0.0067476,73.034,72.734,-70.31,-70.021,FALSE,FALSE,_B,East Midlands,
BABAW-1,E_BABAW-1,48W00000BABAW-13,WIND,Statkraft Markets Gmbh,E,TRUE,Baillie Wind Farm,STATKRA1,-1,52.5,P,-0.0560366,-0.4,-0.4,21,21,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
BUSTB-1,T_BUSTB-1,,,Pivoted Power LLP,T,TRUE,Pivot Power Bustleholme,PIVOT,-57,52.237,C,0.0217983,-22.8,-22.8,20.895,20.895,TRUE,FALSE,,,
BTUIW-3,E_BTUIW-3,,WIND,SP Renewables (UK) Limited,E,TRUE,Beinn an Tuirc III Windfarm,SPCRE01,-1,52,P,-0.0560366,-0.4,-0.4,20.8,20.8,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
GLNKW-1,T_GLNKW-1,,WIND,EDF Energy Customers Limited,T,TRUE,GLEN KYLLACHY WINDFARM,LENCO,-2,52,C,-0.0560366,-0.8,-0.8,20.8,20.8,TRUE,FALSE,,,
HRSTB-1,T_HRSTB-1,48W00000HRSTB-1J,,SP Renewables (UK) Limited,T,TRUE,T_HRSTB-1,SPCRE01,-52,52,C,-0.0377779,-4.867,-4.867,4.867,4.867,FALSE,FALSE,,,
KEMB-1,T_KEMB-1,,,EDF Energy Customers Limited,T,TRUE,Pivot Power Kemsley,LENCO,-52,52,C,0.0136162,-20.8,-20.8,20.8,20.8,TRUE,FALSE,,,
LARKB-1,T_LARKB-1,48W00000LARKB-19,OTHER,EDF Energy Customers Limited,T,TRUE,Larks Green Battery Storage,LENCO,-52,52,C,0.024847,-4.867,-4.867,4.867,4.867,FALSE,FALSE,,,
MKHLW-1,T_MKHLW-1,48W00000MKHLW-1D,WIND,SP Renewables (UK) Limited,T,TRUE,Mark Hill,SPCRE01,-2.5,52,P,-0.0377779,-1,-1,20.8,20.8,TRUE,FALSE,,,
SSC-HPW01,2__NHPOW000,,,Drax Energy Solutions Limited,G,TRUE,2__NHPOW000,HAVEN,-124.808,52,C,-0.0377779,-88.439,-77.256,36.847,32.188,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
HBHDW-1,E_HBHDW-1,48W00000HBHDW-18,WIND,LDV Harburnhead Ltd,E,TRUE,HARBURNHEADWF,HARBURN1,-0.22,51.7,P,-0.0377779,-0.088,-0.088,20.68,20.68,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
MNW-HVN01,2__DHAVE000,,,Drax Energy Solutions Limited,G,TRUE,2__DHAVE000,HAVEN,0,51.08,C,0.01133,0,0,10.727,10.727,FALSE,FALSE,_D,Merseyside and North Wales,
MIDMW-1,T_MIDMW-1,48W00000MIDMW-19,WIND,OnPath Energy Limited,T,TRUE,MIDDLE MUIR WIND FARM,BANKSREN,-1,51,P,-0.0377779,-0.4,-0.4,20.4,20.4,TRUE,FALSE,,,
WISHB-1,T_WISHB-1,,OTHER,Zenobe Wishaw Limited,T,TRUE,Wishaw BESS,ZENOBE3,-51,51,C,-0.0377779,-0.581,-0.581,0.581,0.581,FALSE,FALSE,,,
ROTHW-1,2__PENEC001,,WIND,Eneco Energy Trade,S,TRUE,Rothes Windfarm,ENECOUK,-0.4,50.6,C,-0.0560366,-0.162,-0.145,20.458,18.378,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
BURWB-1,E_BURWB-1,,OTHER,SMS Energy Services Limited,E,TRUE,Burwell Weirs Drove BESS,SMS1ENES,-50.861,50.533,C,0.0083715,-20.344,-20.344,20.213,20.213,TRUE,FALSE,_A,Eastern GSP Group,
COWB-1,T_COWB-1,,,Pivoted Power LLP,T,TRUE,Cowley,PIVOT,-49.762,50.431,C,0.0225389,-19.905,-19.905,20.172,20.172,TRUE,FALSE,,,
BLHLB-2,T_BLHLB-2,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,TRUE,T_BLHLB-2,ZENOBE4,-51.04,50.42,C,-0.0560366,-4.777,-4.777,4.719,4.719,FALSE,FALSE,,,
AG-HSTK02,2__HSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_H3,STATKRA1,-50,50.331,C,0.0225389,-0.405,-0.455,0.408,0.458,FALSE,FALSE,_H,Southern,
FBPG02,2__FBPGM002,,,BP Gas Marketing Limited,S,TRUE,Hawthorn Pit BESS,BPGAS,-54.749,50.3,C,-0.0004839,0.553,0.526,-0.508,-0.483,FALSE,FALSE,_F,_F - Northern,
WHLWB-1,T_WHLWB-1,,,SP Renewables (UK) Limited,T,TRUE,Whitelee 1 Battery,SPCRE01,-50.2,50.2,C,-0.0377779,-0.361,-0.361,0.361,0.361,FALSE,FALSE,,,
CHAPB-1,E_CHAPB-1,,,Tesla Motors Limited,E,TRUE,Chapel Farm BESS,TESLA,-50.21,50.169,P,0.0083715,-20.084,-20.084,20.068,20.068,TRUE,FALSE,_A,Eastern GSP Group,
BURWS-1,T_BURWS-1,48W00000BURWS-16,OTHER,EDF Energy Customers Limited,T,TRUE,Beechgreen Energy Farm,LENCO,-2,50.067,C,0.0083715,-0.8,-0.8,20.027,20.027,TRUE,FALSE,,,
CUMHW-1,T_CUMHW-1,,WIND,EDF Energy Customers Limited,T,TRUE,Cumberhead wind energy limited,LENCO,-2,50.052,C,-0.0377779,-0.8,-0.8,20.021,20.021,TRUE,FALSE,,,
AFTOW-1,T_AFTOW-1,,WIND,Afton Wind Farm Limited,T,TRUE,Afton Wind Farm,AFTON,-2,50,P,-0.0377779,-0.8,-0.8,20,20,TRUE,FALSE,,,
AG-ALIM03,2__AANGE002,,,Limejump Energy Limited,S,TRUE,2__AANGE002,ANGEL,0,50,C,0.0078652,0,0,11,11,FALSE,FALSE,_A,Eastern GSP Group,
AG-ASTK05,2__ASTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_A6,STATKRA1,-52,50,C,0.0083715,-0.385,-0.452,0.37,0.435,FALSE,FALSE,_A,Eastern GSP Group,
AG-BLIM01,2__BLIME000,,,Limejump Energy Limited,G,FALSE,2__BLIME000,ANGEL,0,50,C,0.0067476,0,0,11,11,FALSE,FALSE,_B,East Midlands,
AG-BLIM02,2__BANGE001,,,Limejump Energy Limited,S,FALSE,2__BANGE001,ANGEL,-18,50,C,0.0149883,-7.27,-6.244,20.195,17.345,FALSE,FALSE,_B,East Midlands,
AG-BLIM03,2__BANGE002,,,Limejump Energy Limited,S,FALSE,2__BANGE002,ANGEL,0,50,C,0.0149883,0,0,10.5,10.5,FALSE,FALSE,_B,East Midlands,
AG-BSMA01,2__BSMAR002,,,Smartestenergy Limited,S,TRUE,2__BSMAR002,SMARTEST,-50,50,C,0.0054492,-23.64,-21.495,23.64,21.495,FALSE,FALSE,_B,East Midlands,
AG-BSMA02,2__BSMAR003,,,Smartestenergy Limited,S,TRUE,2__BSMAR003,SMARTEST,-50,50,C,0.0054492,-23.64,-21.495,23.64,21.495,FALSE,FALSE,_B,East Midlands,
AG-DLIM01,2__DANGE001,,,Limejump Energy Limited,S,FALSE,2__DANGE001,ANGEL,0,50,C,0.01133,0,0,10.5,10.5,FALSE,FALSE,_D,Merseyside and North Wales,
AG-DSMA02,2__DSMAE002,,,Smartestenergy Limited,S,TRUE,2__DSMAE002,SMARTEST,-50,50,C,0.01133,-20.445,-18.09,20.445,18.09,FALSE,FALSE,_D,Merseyside and North Wales,
AG-ELIM02,2__EANGE001,,,Limejump Energy Limited,S,FALSE,2__EANGE001,ANGEL,-19.86,50,C,0.0217983,-8.085,-6.77,20.355,17.045,FALSE,FALSE,_E,Midlands,
AG-ELIM03,2__EANGE002,,,Limejump Energy Limited,S,FALSE,2__EANGE002,ANGEL,-17.9,50,C,0.0217983,-7.287,-6.102,20.355,17.045,FALSE,FALSE,_E,Midlands,
AG-ESMA01,2__ESMAR001,,,Smartestenergy Limited,S,TRUE,2__ESMAR001,SMARTEST,-50,50,C,0.0134244,-24.565,-22.225,24.565,22.225,FALSE,FALSE,_E,Midlands,
AG-FLIM01,2__FANGE001,,,Limejump Energy Limited,S,TRUE,2__FANGE001,ANGEL,-3.72,50,C,-0.0077506,-0.021,-0.024,0.28,0.325,FALSE,FALSE,_F,_F - Northern,
AG-FLIM02,2__FANGE002,,,Limejump Energy Limited,S,TRUE,2__FANGE002,ANGEL,0,50,C,-0.0077506,0,0,11,11,FALSE,FALSE,_F,_F - Northern,
AG-FSTK01,2__FSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_F2,STATKRA1,-2,50,C,-0.0004839,-0.065,-0.065,1.62,1.63,FALSE,FALSE,_F,_F - Northern,
AG-FSTK02,2__FSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_F3,STATKRA1,-2,50,C,-0.0004839,-0.229,-0.057,5.72,1.415,FALSE,FALSE,_F,_F - Northern,
AG-FSTK03,2__FSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_F4,STATKRA1,-2,50,C,-0.0004839,-0.241,-0.053,6.03,1.32,FALSE,FALSE,_F,_F - Northern,
